bridge_id,name,road,condition,length,failure_prob,broken_down,total_delay_min,vehicles_delayed,trucks_crossed,replication,seed
1001059,JOARIANALA BAZAR PC GIDER BRIDGE(L) (3 bridges at crossing),N1,A,58,0,False,0,0,5030,1,1234567
1001070,Mitacmari Ramu Bridge (2 bridges at crossing),N1,A,59,0,False,0,0,5029,1,1234567
1001074,MARULA (WEST),N1,A,3,0,False,0,0,5029,1,1234567
1001076,MARULA BOX CULVERT,N1,A,2,0,False,0,0,5030,1,1234567
1001079,RAMU BRAC OFFICE,N1,A,7,0,False,0,0,5030,1,1234567
1001081,RAMU BY PASS MORE,N1,A,4,0,False,0,0,5030,1,1234567
1001084,RAMU MOUR BOX CULVDERT,N1,A,13,0,False,0,0,5030,1,1234567
1001087,ROMA CALLAGE BOX CULVERT,N1,A,19,0,False,0,0,5030,1,1234567
1001090,ROMA TECHIPUL,N1,A,8,0,False,0,0,5029,1,1234567
1001093,SAMBAR PUL CULVERT,N1,A,7,0,False,0,0,5029,1,1234567
1001095,CHAKMARKOOL,N1,A,12,0,False,0,0,5028,1,1234567
1001098,CHAKMAR KOOL BOX CULVERT,N1,A,9,0,False,0,0,5029,1,1234567
1001101,KHURUTIA BOX CULVERT,N1,A,2,0,False,0,0,5029,1,1234567
1001103,KHURULIA CULVERT,N1,A,7,0,False,0,0,5028,1,1234567
1001105,KHURULIA SCHOOL BOX CULVERT,N1,A,17,0,False,0,0,5028,1,1234567
1001107,KHURULIA SCHOOL BOX CULVERT,N1,A,19,0,False,0,0,5028,1,1234567
1001110,KHURULIA CHAIRMAN PARA BOX CULVERT,N1,A,7,0,False,0,0,5027,1,1234567
1001112,Sarkarpara Bridge (2 bridges at crossing),N1,A,13,0,False,0,0,5027,1,1234567
1001116,WEST DOVGE BOX CULVERT,N1,A,11,0,False,0,0,5028,1,1234567
1001118,MUKTAR KUL,N1,A,9,0,False,0,0,5028,1,1234567
1001122,BAKKHALI BRIDGE (2 bridges at crossing),N1,A,148,0,False,0,0,5028,1,1234567
1001125,MOHURI RARA BOX,N1,A,4,0,False,0,0,5028,1,1234567
1001128,RABAR DAM BOX,N1,A,10,0,False,0,0,5028,1,1234567
1001130,LINK ROAD CULVERT,N1,A,9,0,False,0,0,5028,1,1234567
1001134,BASIC ARIA (1),N1,C,11,0,False,0,0,5027,1,1234567
1001143,SHORAR COOL,N1,A,8,0,False,0,0,5028,1,1234567
1001145,SOUTH MITTA CHORI,N1,B,8,0,False,0,0,5028,1,1234567
1001150,SOUTH MITHACHARI,N1,B,2,0,False,0,0,5028,1,1234567
1001155,SOUTH MITHACHARI,N1,A,3,0,False,0,0,5029,1,1234567
1001162,CHALIYA TOLI -2 ARCH MASONRY,N1,C,1,0,False,0,0,5026,1,1234567
1001168,PANAR CHORH -3 SLAB CULVERT,N1,C,3,0,False,0,0,5026,1,1234567
1001172,PANCHARA SLAB CULVERT,N1,B,3,0,False,0,0,5026,1,1234567
1001174,PANCHARA SLAB CULVERT,N1,C,2,0,False,0,0,5027,1,1234567
1001176,PANAR CHORA SLAB CULVERT,N1,B,3,0,False,0,0,5027,1,1234567
1001179,PANCHARA SLAB CULVERT,N1,A,2,0,False,0,0,5027,1,1234567
1001182,PANCHORI,N1,A,1,0,False,0,0,5027,1,1234567
1001185,DALA-2 SLAB CULVERT,N1,A,2,0,False,0,0,5026,1,1234567
1001187,DALA-3 SLAB CULVERT,N1,C,2,0,False,0,0,5026,1,1234567
1001190,DALA SLAB CULVERT,N1,A,3,0,False,0,0,5026,1,1234567
1001192,DHALLA SLAB CULVERT,N1,C,2,0,False,0,0,5026,1,1234567
1001195,PANAR CHORI SLAB CULVERT,N1,A,1,0,False,0,0,5026,1,1234567
1001199,PANCR CHAR SLAB CULVERT,N1,C,1,0,False,0,0,5026,1,1234567
1001203,TELA BAGAN SLAB CULVERT,N1,A,1,0,False,0,0,5026,1,1234567
1001205,PARARHORA CULVERT,N1,B,1,0,False,0,0,5026,1,1234567
1001210,TULA BAGAN,N1,B,1,0,False,0,0,5025,1,1234567
1001212,TOLA BAGAN,N1,B,2,0,False,0,0,5025,1,1234567
1001217,NORTH CONIA PARA BOX CULVERT,N1,A,4,0,False,0,0,5025,1,1234567
1001222,CONIA PARA,N1,C,11,0,False,0,0,5025,1,1234567
1001230,Khulna Plong Bridge,N1,B,0,0,False,0,0,5025,1,1234567
1001234,JASOYA PALONG RCC GIDER BRIDGE,N1,C,5,0,False,0,0,5025,1,1234567
1001237,Jasoya check post.,N1,B,1,0,False,0,0,5024,1,1234567
1001240,Bridge start,N1,B,0,0,False,0,0,5024,1,1234567
1001244,Bridge start,N1,B,0,0,False,0,0,5023,1,1234567
1001252,Bridge start,N1,B,0,0,False,0,0,5023,1,1234567
1001257,COURT BAZAR,N1,A,10,0,False,0,0,5023,1,1234567
1001259,COURT BAZAR,N1,A,10,0,False,0,0,5023,1,1234567
1001266,EJILA,N1,C,11,0,False,0,0,5022,1,1234567
1001271,Bridge start,N1,B,0,0,False,0,0,5022,1,1234567
1001274,Bridge start,N1,B,0,0,False,0,0,5021,1,1234567
1001278,JADIMORA (3),N1,A,17,0,False,0,0,5021,1,1234567
1001281,JADIMORA (1),N1,A,2,0,False,0,0,5020,1,1234567
1001283,WEST OGALA,N1,C,11,0,False,0,0,5020,1,1234567
1001287,OKYIA STATION,N1,C,8,0,False,0,0,5020,1,1234567
1001290,UKLIA-SHAHABMARKAT,N1,C,2,0,False,0,0,5020,1,1234567
1001295,Bridge start,N1,B,0,0,False,0,0,5020,1,1234567
1001307,KOSUKONA,N1,A,2,0,False,0,0,5017,1,1234567
1001319,Bridge start,N1,B,0,0,False,0,0,5016,1,1234567
1001322,Batukhali Bridge (2 bridges at crossing),N1,A,9,0,False,0,0,5016,1,1234567
1001326,Bridge start,N1,B,0,0,False,0,0,5015,1,1234567
1001334,Changkhali Boro Bridge (2 bridges at crossing),N1,A,22,0,False,0,0,5015,1,1234567
1001337,JAM TOLI BOX CULVERT,N1,A,3,0,False,0,0,5015,1,1234567
1001341,DAIM PARA CULVERT,N1,A,5,0,False,0,0,5015,1,1234567
1001346,DAIM PARA CULVERT,N1,A,3,0,False,0,0,5015,1,1234567
1001350,PALONG KHALI CULVERT,N1,C,3,0,False,0,0,5015,1,1234567
1001354,PALONG KHALI BAZAR (1),N1,C,9,0,False,0,0,5015,1,1234567
1001358,Bridge start,N1,B,0,0,False,0,0,5015,1,1234567
1001362,GIRA TALI RCC GIDER BRIDGE (2 bridges at crossing),N1,C,15,0,False,0,0,5015,1,1234567
1001365,GIVA TOLI BOX CULVERT,N1,A,1,0,False,0,0,5014,1,1234567
1001369,Kata Khali Bridge (2 bridges at crossing),N1,D,12,0,False,0,0,5014,1,1234567
1001373,KHARA KANDI RCC GIDER BRIDGE (2 bridges at crossing),N1,B,15,0,False,0,0,5013,1,1234567
1001379,DMONIR GONA RCC GIDER BRIDGE,N1,A,3,0,False,0,0,5014,1,1234567
1001384,BALUR KHALI -(1) RCC GIDER BRIDGE,N1,B,5,0,False,0,0,5014,1,1234567
1001390,WHIKE KANG BRIDGE,N1,A,3,0,False,0,0,5013,1,1234567
1001392,MOA EX-KANG-BAZAR (2 bridges at crossing),N1,C,13,0,False,0,0,5013,1,1234567
1001394,HOA EX KANG BAZAE,N1,A,3,0,False,0,0,5013,1,1234567
1001396,Hoacx Kang Barbar Bridge (2 bridges at crossing),N1,B,73,0,False,0,0,5013,1,1234567
1001402,TASSI-PARA BAR,N1,A,3,0,False,0,0,5013,1,1234567
1001405,TAS SE BRIDGE HOANGK (2 bridges at crossing),N1,B,13,0,False,0,0,5013,1,1234567
1001409,LAMBA-BIL PORA,N1,A,1,0,False,0,0,5013,1,1234567
1001411,LAMBA - BIL - (1) BOX CULVERT,N1,A,3,0,False,0,0,5013,1,1234567
1001413,LAMBA BIL (3) BOX CULVERT,N1,A,1,0,False,0,0,5013,1,1234567
1001417,LAMBA BIL BOX,N1,C,1,0,False,0,0,5012,1,1234567
1001425,KUTUB DIA PARA CULVERT,N1,A,3,0,False,0,0,5010,1,1234567
1001428,KUTUB - DIA PARA (3),N1,A,4,0,False,0,0,5010,1,1234567
1001430,KANGOR PARA,N1,A,3,0,False,0,0,5010,1,1234567
1001433,KHANGOR PRAMARY (2),N1,A,1,0,False,0,0,5011,1,1234567
1001438,KHANCHOR PARA (2),N1,A,1,0,False,0,0,5010,1,1234567
1001443,NAYAPARA,N1,A,6,0,False,0,0,5009,1,1234567
1001446,NOYA PARA,N1,A,1,0,False,0,0,5009,1,1234567
1001448,GIMON KHALI BRIDGE,N1,B,6,0,False,0,0,5009,1,1234567
1001450,GIM - MOGARI BRIDGE (2 bridges at crossing),N1,C,8,0,False,0,0,5009,1,1234567
1001454,NINA BAZAR BOX CULVERT,N1,A,1,0,False,0,0,5009,1,1234567
1001458,NOYA BAZAR BRIDGE (2 bridges at crossing),N1,B,31,0,False,0,0,5010,1,1234567
1001463,KHARANG KHALI - BOX CUVERT (1),N1,C,3,0,False,0,0,5009,1,1234567
1001468,KHARANG KHAIL,N1,C,1,0,False,0,0,5009,1,1234567
1001473,MOULOVI BAZAR BOX CULVERT,N1,C,1,0,False,0,0,5009,1,1234567
1001475,ALI AXBAR PARA BOX CULVERT,N1,A,6,0,False,0,0,5009,1,1234567
1001483,Bridge start,N1,B,0,0,False,0,0,5006,1,1234567
1001487,NILA DOGA PARA BOX CULVERT,N1,A,3,0,False,0,0,5006,1,1234567
1001495,RONGI- KHALI RCC GIDER BRIDGE (2 bridges at crossing),N1,C,12,0,False,0,0,5006,1,1234567
1001502,Ladapara Bridge (2 bridges at crossing),N1,A,37,0,False,0,0,5003,1,1234567
1001508,MOSINNI RCC GIDER BRIDGE (2 bridges at crossing),N1,B,9,0,False,0,0,5002,1,1234567
1001511,NOYA PARA CULVERT,N1,A,1,0,False,0,0,5002,1,1234567
1001513,Noya Para Bridge (2 bridges at crossing),N1,A,9,0,False,0,0,5002,1,1234567
1001524,DONDO MIA BOX CULVERT,N1,A,2,0,False,0,0,5001,1,1234567
1001527,DOMMO MIA BOX CULVERT,N1,A,1,0,False,0,0,5001,1,1234567
1001531,DONDO MIA CHAK POST BRIDGE (2 bridges at crossing),N1,B,51,0,False,0,0,5000,1,1234567
1001539,DONDOMIA,N1,A,3,0,False,0,0,5000,1,1234567
1001543,DONMIA,N1,D,3,0,False,0,0,4998,1,1234567
1001546,KARUNTON BOX CULVERT,N1,A,1,0,False,0,0,4998,1,1234567
1001549,KARUNTON BOX CULVERT,N1,A,1,0,False,0,0,4998,1,1234567
1001552,Karumtoli choto(1) Bridge (2 bridges at crossing),N1,A,6,0,False,0,0,4997,1,1234567
1001554,KAKUM TOLI CHACK BOX CULVERT,N1,B,1,0,False,0,0,4997,1,1234567
1001559,Karumtoli(1) Bridge (2 bridges at crossing),N1,A,34,0,False,0,0,4996,1,1234567
1001562,BAROY TOLI RCC GIDER BRIDGE (2 bridges at crossing),N1,A,30,0,False,0,0,4996,1,1234567
1001566,BORYTOLI SLAB CULVERT,N1,A,3,0,False,0,0,4995,1,1234567
1001569,Gilatoli (1) Bridge (2 bridges at crossing),N1,A,18,0,False,0,0,4995,1,1234567
1001571,Baraytoli (3) Bridge (2 bridges at crossing),N1,A,6,0,False,0,0,4996,1,1234567
1001574,Bridge start,N1,B,0,0,False,0,0,4995,1,1234567
1001578,Bridge start,N1,B,0,0,False,0,0,4995,1,1234567
1001584,Naitom Para (2) Bridge (2 bridges at crossing),N1,A,15,0,False,0,0,4995,1,1234567
1001588,Naitong Para (3) Bridge (2 bridges at crossing),N1,A,9,0,False,0,0,4995,1,1234567
1001590,Naitong Para (3) Bridge (2 bridges at crossing),N1,A,9,0,False,0,0,4995,1,1234567
1001592,Naitong Para (3) Bridge (2 bridges at crossing),N1,A,9,0,False,0,0,4995,1,1234567
1001598,Naitom Para(4) Bridge (2 bridges at crossing),N1,A,9,0,False,0,0,4994,1,1234567
1001602,Bridge start,N1,B,0,0,False,0,0,4993,1,1234567
1001609,Bridge start,N1,B,0,0,False,0,0,4993,1,1234567
1001614,Bridge start,N1,B,0,0,False,0,0,4993,1,1234567
2000004,JATRAMURA BRIDGE (2 bridges at crossing),N2,B,36,0,False,0,0,12184,1,1234567
2000021,GOLA GANDE BRIDGE (2 bridges at crossing),N2,B,18,0,False,0,0,20703,1,1234567
2000025,SHAWGHAT BOX CULVERT,N2,A,4,0,False,0,0,20704,1,1234567
2000029,ADURI BOX CULVERT,N2,B,5,0,False,0,0,20702,1,1234567
2000032,ADURI BOX CULVERT,N2,B,4,0,False,0,0,20699,1,1234567
2000035,BANTI BOX CULVERT,N2,A,3,0,False,0,0,20697,1,1234567
2000037,BANTI BRIDGE (2 bridges at crossing),N2,C,72,0,False,0,0,20697,1,1234567
2000041,PATCHRUKHI CULVERT,N2,C,3,0,False,0,0,20695,1,1234567
2000044,PUTCHRUCLAI CULVERT,N2,A,4,0,False,0,0,20695,1,1234567
2000048,SON PARA,N2,B,8,0,False,0,0,20695,1,1234567
2000051,FURINGDIA BOX CULVERT,N2,A,8,0,False,0,0,20695,1,1234567
2000054,PURINDA BAZAR BOX CULVERT,N2,A,4,0,False,0,0,20696,1,1234567
2000056,PURINDHA BOX CULVERT,N2,A,8,0,False,0,0,20697,1,1234567
2000059,SHAT GRAM BOX CULVERT,N2,B,4,0,False,0,0,20695,1,1234567
2000063,BAGBARI BOX CULVERT,N2,A,4,0,False,0,0,20696,1,1234567
2000065,RAINADI BOX CULVERT,N2,A,4,0,False,0,0,20693,1,1234567
2000068,KANDA PARA BOX CULVERT,N2,A,4,0,False,0,0,20692,1,1234567
2000070,NAWPARA BOX CULVERT,N2,A,2,0,False,0,0,20692,1,1234567
2000077,KURIRPARA BOX CULVERT,N2,A,2,0,False,0,0,20688,1,1234567
2000079,CHAITABOR BOX CULVERT,N2,A,2,0,False,0,0,20688,1,1234567
2000084,Panchdona Bridge (2 bridges at crossing),N2,A,32,0,False,0,0,20690,1,1234567
2000087,BOLTIRISH KANE CULVERT,N2,B,3,0,False,0,0,20689,1,1234567
2000090,SHIKANDI BOX CULVERT,N2,C,2,0,False,0,0,20688,1,1234567
2000093,UTTAR BAYANDA CULVERT,N2,A,4,0,False,0,0,20688,1,1234567
2000100,BAGDI BOX CULVERT,N2,A,13,0,False,0,0,20683,1,1234567
2000103,BAGDI - 2 CULVERT,N2,A,3,0,False,0,0,20682,1,1234567
2000106,BASAIL BRIDGE OVER ROAD (2 bridges at crossing),N2,A,25,0,False,0,0,20683,1,1234567
2000110,Bala Nagar Bridge (2 bridges at crossing),N2,A,61,0,False,0,0,20684,1,1234567
2000128,ITAKHOLA CULVERT,N2,A,2,0,False,0,0,20680,1,1234567
2000139,Simbi Bridge (2 bridges at crossing),N2,A,96,0,False,0,0,20676,1,1234567
2000167,Bitimargal Bridge (2 bridges at crossing),N2,A,19,0,False,0,0,20664,1,1234567
2000175,BRIDE OVER ARIAL RCC GIDER BRIDGE (2 bridges at crossing),N2,C,140,0,False,0,0,20664,1,1234567
2000178,SHIBPUR RCC GIDER BRIDGE (2 bridges at crossing),N2,A,39,0,False,0,0,20664,1,1234567
2000185,Khamachor Bridge (2 bridges at crossing),N2,A,40,0,False,0,0,20666,1,1234567
2000192,Noya Kandi Bridge (2 bridges at crossing),N2,A,14,0,False,0,0,20667,1,1234567
2000196,Patila Dua Bridge (2 bridges at crossing),N2,A,13,0,False,0,0,20667,1,1234567
2000202,NARAYAN PUR RCC GIDER BRIDGE (2 bridges at crossing),N2,A,12,0,False,0,0,20665,1,1234567
2000209,Mahmudabad Bridge (2 bridges at crossing),N2,A,16,0,False,0,0,20664,1,1234567
2000217,OLD BRAMMAPULRA,N2,C,429,0,False,0,0,20661,1,1234567
